day;month;year;plot;subplot;species;individuals;obs
12;4;2023;8;C3;HOMA;0;
12;4;2023;8;C3;PAIN;10;
12;4;2023;8;C3;LEMA;1;
12;4;2023;8;C3;SOAS;3;
12;4;2023;8;C3;MESU;2;
12;4;2023;8;C3;MEPO;0;
12;4;2023;8;C4;BEMA;50;
12;4;2023;8;C4;SPRU;0;
12;4;2023;8;C4;CETE;5;
12;4;2023;8;C4;POMO;2;
12;4;2023;8;C4;POMA;42;
12;4;2023;8;C4;CHFU;15;
12;4;2023;8;C4;SCLA;0;
12;4;2023;8;C4;PLCO;1;
12;4;2023;8;C4;HOMA;0;
12;4;2023;8;C4;PAIN;13;
12;4;2023;8;C4;LEMA;11;
12;4;2023;8;C4;SOAS;5;
12;4;2023;8;C4;MESU;13;
12;4;2023;8;C4;MEPO;0;
12;4;2023;8;C5;BEMA;23;
12;4;2023;8;C5;SPRU;10;
12;4;2023;8;C5;CETE;0;
12;4;2023;8;C5;POMO;2;
12;4;2023;8;C5;POMA;42;
12;4;2023;8;C5;CHFU;26;
12;4;2023;8;C5;SCLA;2;
12;4;2023;8;C5;PLCO;3;
12;4;2023;8;C5;HOMA;2;
12;4;2023;8;C5;PAIN;8;
12;4;2023;8;C5;LEMA;7;
12;4;2023;8;C5;SOAS;3;
12;4;2023;8;C5;MESU;3;
12;4;2023;8;C5;MEPO;0;
12;4;2023;8;C6;BEMA;40;
12;4;2023;8;C6;SPRU;1;
12;4;2023;8;C6;CETE;0;
12;4;2023;8;C6;POMO;2;
12;4;2023;8;C6;POMA;46;
12;4;2023;8;C6;CHFU;13;
12;4;2023;8;C6;SCLA;0;
12;4;2023;8;C6;PLCO;0;
12;4;2023;8;C6;HOMA;2;
12;4;2023;8;C6;PAIN;2;
12;4;2023;8;C6;LEMA;26;
12;4;2023;8;C6;SOAS;1;
12;4;2023;8;C6;MESU;5;
12;4;2023;8;C6;MEPO;0;
12;4;2023;8;D1;BEMA;48;
12;4;2023;8;D1;SPRU;36;
12;4;2023;8;D1;CETE;0;
12;4;2023;8;D1;POMO;2;
12;4;2023;8;D1;POMA;43;
12;4;2023;8;D1;CHFU;23;
12;4;2023;8;D1;SCLA;1;
12;4;2023;8;D1;PLCO;0;
12;4;2023;8;D1;HOMA;2;
12;4;2023;8;D1;PAIN;9;
12;4;2023;8;D1;LEMA;7;
12;4;2023;8;D1;SOAS;2;
12;4;2023;8;D1;MESU;0;
12;4;2023;8;D1;MEPO;0;
12;4;2023;8;D2;BEMA;26;
12;4;2023;8;D2;SPRU;9;
12;4;2023;8;D2;CETE;3;
12;4;2023;8;D2;POMO;3;
12;4;2023;8;D2;POMA;92;
12;4;2023;8;D2;CHFU;52;
12;4;2023;8;D2;SCLA;0;
12;4;2023;8;D2;PLCO;0;
12;4;2023;8;D2;HOMA;5;
12;4;2023;8;D2;PAIN;7;
12;4;2023;8;D2;LEMA;3;
12;4;2023;8;D2;SOAS;2;
12;4;2023;8;D2;MESU;2;
12;4;2023;8;D2;MEPO;0;
12;4;2023;8;D3;BEMA;18;
12;4;2023;8;D3;SPRU;1;
12;4;2023;8;D3;CETE;0;
12;4;2023;8;D3;POMO;13;
12;4;2023;8;D3;POMA;25;
12;4;2023;8;D3;CHFU;3;
12;4;2023;8;D3;SCLA;0;
12;4;2023;8;D3;PLCO;2;
12;4;2023;8;D3;HOMA;0;
12;4;2023;8;D3;PAIN;6;
12;4;2023;8;D3;LEMA;11;
12;4;2023;8;D3;SOAS;6;
12;4;2023;8;D3;MESU;0;
12;4;2023;8;D3;MEPO;0;
12;4;2023;8;D4;BEMA;35;
12;4;2023;8;D4;SPRU;0;
12;4;2023;8;D4;CETE;0;
12;4;2023;8;D4;POMO;4;
12;4;2023;8;D4;POMA;20;
12;4;2023;8;D4;CHFU;18;
12;4;2023;8;D4;SCLA;1;
12;4;2023;8;D4;PLCO;2;
12;4;2023;8;D4;HOMA;0;
12;4;2023;8;D4;PAIN;20;
12;4;2023;8;D4;LEMA;3;
12;4;2023;8;D4;SOAS;3;
12;4;2023;8;D4;MESU;8;
12;4;2023;8;D4;MEPO;0;
12;4;2023;8;D5;BEMA;32;
12;4;2023;8;D5;SPRU;3;
12;4;2023;8;D5;CETE;0;
12;4;2023;8;D5;POMO;1;
12;4;2023;8;D5;POMA;35;
12;4;2023;8;D5;CHFU;8;
12;4;2023;8;D5;SCLA;0;
12;4;2023;8;D5;PLCO;1;
12;4;2023;8;D5;HOMA;0;
12;4;2023;8;D5;PAIN;10;
12;4;2023;8;D5;LEMA;3;
12;4;2023;8;D5;SOAS;2;
12;4;2023;8;D5;MESU;12;
12;4;2023;8;D5;MEPO;0;
12;4;2023;8;D6;BEMA;45;
12;4;2023;8;D6;SPRU;3;
12;4;2023;8;D6;CETE;0;
12;4;2023;8;D6;POMO;2;
12;4;2023;8;D6;POMA;30;
12;4;2023;8;D6;CHFU;17;
12;4;2023;8;D6;SCLA;1;
12;4;2023;8;D6;PLCO;1;
12;4;2023;8;D6;HOMA;0;
12;4;2023;8;D6;PAIN;4;
12;4;2023;8;D6;LEMA;4;
12;4;2023;8;D6;SOAS;1;
12;4;2023;8;D6;MESU;12;
12;4;2023;8;D6;MEPO;0;
12;4;2023;8;E1;BEMA;18;
12;4;2023;8;E1;SPRU;16;
12;4;2023;8;E1;CETE;7;
12;4;2023;8;E1;POMO;0;
12;4;2023;8;E1;POMA;31;
12;4;2023;8;E1;CHFU;55;
12;4;2023;8;E1;SCLA;1;
12;4;2023;8;E1;PLCO;0;
12;4;2023;8;E1;HOMA;0;
12;4;2023;8;E1;PAIN;0;
12;4;2023;8;E1;LEMA;5;
12;4;2023;8;E1;SOAS;0;
12;4;2023;8;E1;MESU;6;
12;4;2023;8;E1;MEPO;0;
12;4;2023;8;E2;BEMA;26;
12;4;2023;8;E2;SPRU;12;
12;4;2023;8;E2;CETE;0;
12;4;2023;8;E2;POMO;0;
12;4;2023;8;E2;POMA;18;
12;4;2023;8;E2;CHFU;10;
12;4;2023;8;E2;SCLA;0;
12;4;2023;8;E2;PLCO;3;
12;4;2023;8;E2;HOMA;0;
12;4;2023;8;E2;PAIN;1;
12;4;2023;8;E2;LEMA;5;
12;4;2023;8;E2;SOAS;5;
12;4;2023;8;E2;MESU;19;
12;4;2023;8;E2;MEPO;0;
12;4;2023;8;E3;BEMA;54;
12;4;2023;8;E3;SPRU;6;
12;4;2023;8;E3;CETE;0;
12;4;2023;8;E3;POMO;1;
12;4;2023;8;E3;POMA;28;
12;4;2023;8;E3;CHFU;28;
12;4;2023;8;E3;SCLA;9;
12;4;2023;8;E3;PLCO;1;
12;4;2023;8;E3;HOMA;2;
12;4;2023;8;E3;PAIN;25;
12;4;2023;8;E3;LEMA;7;
12;4;2023;8;E3;SOAS;2;
12;4;2023;8;E3;MESU;3;
12;4;2023;8;E3;MEPO;0;
12;4;2023;8;E4;BEMA;16;
12;4;2023;8;E4;SPRU;2;
12;4;2023;8;E4;CETE;0;
12;4;2023;8;E4;POMO;3;
12;4;2023;8;E4;POMA;25;
12;4;2023;8;E4;CHFU;0;
12;4;2023;8;E4;SCLA;0;
12;4;2023;8;E4;PLCO;0;
12;4;2023;8;E4;HOMA;0;
12;4;2023;8;E4;PAIN;0;
12;4;2023;8;E4;LEMA;19;
12;4;2023;8;E4;SOAS;7;
12;4;2023;8;E4;MESU;3;
12;4;2023;8;E4;MEPO;0;
12;4;2023;8;E5;BEMA;31;
12;4;2023;8;E5;SPRU;0;
12;4;2023;8;E5;CETE;4;
12;4;2023;8;E5;POMO;2;
12;4;2023;8;E5;POMA;24;
12;4;2023;8;E5;CHFU;2;
12;4;2023;8;E5;SCLA;0;
12;4;2023;8;E5;PLCO;0;
12;4;2023;8;E5;HOMA;0;
12;4;2023;8;E5;PAIN;1;
12;4;2023;8;E5;LEMA;5;
12;4;2023;8;E5;SOAS;4;
12;4;2023;8;E5;MESU;6;
12;4;2023;8;E5;MEPO;2;
12;4;2023;8;E6;BEMA;0;
12;4;2023;8;E6;SPRU;0;
12;4;2023;8;E6;CETE;0;
12;4;2023;8;E6;POMO;1;
12;4;2023;8;E6;POMA;70;
12;4;2023;8;E6;CHFU;19;
12;4;2023;8;E6;SCLA;2;
12;4;2023;8;E6;PLCO;0;
12;4;2023;8;E6;HOMA;0;
12;4;2023;8;E6;PAIN;7;
12;4;2023;8;E6;LEMA;4;
12;4;2023;8;E6;SOAS;12;
12;4;2023;8;E6;MESU;4;
12;4;2023;8;E6;MEPO;0;
12;4;2023;8;F1;BEMA;27;
12;4;2023;8;F1;SPRU;15;
12;4;2023;8;F1;CETE;6;
12;4;2023;8;F1;POMO;2;
12;4;2023;8;F1;POMA;65;
12;4;2023;8;F1;CHFU;60;
12;4;2023;8;F1;SCLA;1;
12;4;2023;8;F1;PLCO;0;
12;4;2023;8;F1;HOMA;0;
12;4;2023;8;F1;PAIN;0;
12;4;2023;8;F1;LEMA;30;
12;4;2023;8;F1;SOAS;2;
12;4;2023;8;F1;MESU;4;
12;4;2023;8;F1;MEPO;0;
12;4;2023;8;F2;BEMA;23;
12;4;2023;8;F2;SPRU;20;
12;4;2023;8;F2;CETE;1;
12;4;2023;8;F2;POMO;1;
12;4;2023;8;F2;POMA;10;
12;4;2023;8;F2;CHFU;28;
12;4;2023;8;F2;SCLA;0;
12;4;2023;8;F2;PLCO;0;
12;4;2023;8;F2;HOMA;0;
12;4;2023;8;F2;PAIN;1;
12;4;2023;8;F2;LEMA;3;
12;4;2023;8;F2;SOAS;0;
12;4;2023;8;F2;MESU;6;
12;4;2023;8;F2;MEPO;0;
12;4;2023;8;F3;BEMA;30;
12;4;2023;8;F3;SPRU;4;
12;4;2023;8;F3;CETE;0;
12;4;2023;8;F3;POMO;0;
12;4;2023;8;F3;POMA;10;
12;4;2023;8;F3;CHFU;43;
12;4;2023;8;F3;SCLA;4;
12;4;2023;8;F3;PLCO;1;
12;4;2023;8;F3;HOMA;0;
12;4;2023;8;F3;PAIN;4;
12;4;2023;8;F3;LEMA;1;
12;4;2023;8;F3;SOAS;1;
12;4;2023;8;F3;MESU;0;
12;4;2023;8;F3;MEPO;0;
12;4;2023;8;F4;BEMA;28;
12;4;2023;8;F4;SPRU;2;
12;4;2023;8;F4;CETE;0;
12;4;2023;8;F4;POMO;0;
12;4;2023;8;F4;POMA;36;
12;4;2023;8;F4;CHFU;12;
12;4;2023;8;F4;SCLA;0;
12;4;2023;8;F4;PLCO;0;
12;4;2023;8;F4;HOMA;0;
12;4;2023;8;F4;PAIN;0;
12;4;2023;8;F4;LEMA;5;
12;4;2023;8;F4;SOAS;4;
12;4;2023;8;F4;MESU;0;
12;4;2023;8;F4;MEPO;0;
12;4;2023;8;F5;BEMA;12;
12;4;2023;8;F5;SPRU;0;
12;4;2023;8;F5;CETE;6;
12;4;2023;8;F5;POMO;1;
12;4;2023;8;F5;POMA;27;
12;4;2023;8;F5;CHFU;17;
12;4;2023;8;F5;SCLA;1;
12;4;2023;8;F5;PLCO;2;
12;4;2023;8;F5;HOMA;0;
12;4;2023;8;F5;PAIN;4;
12;4;2023;8;F5;LEMA;2;
12;4;2023;8;F5;SOAS;4;
12;4;2023;8;F5;MESU;0;
12;4;2023;8;F5;MEPO;0;
12;4;2023;8;F6;BEMA;0;
12;4;2023;8;F6;SPRU;0;
12;4;2023;8;F6;CETE;0;
12;4;2023;8;F6;POMO;1;
12;4;2023;8;F6;POMA;46;
12;4;2023;8;F6;CHFU;22;
12;4;2023;8;F6;SCLA;0;
12;4;2023;8;F6;PLCO;0;
12;4;2023;8;F6;HOMA;0;
12;4;2023;8;F6;PAIN;0;
12;4;2023;8;F6;LEMA;3;
12;4;2023;8;F6;SOAS;5;
12;4;2023;8;F6;MESU;7;
12;4;2023;8;F6;MEPO;0;
12;4;2023;9;A1;BEMA;17;
12;4;2023;9;A1;PAIN;3;
12;4;2023;9;A1;POMO;1;
12;4;2023;9;A1;ANAR;22;
12;4;2023;9;A1;CHFU;0;
12;4;2023;9;A1;SOAS;0;
12;4;2023;9;A1;POMA;0;
12;4;2023;9;A1;PLCO;0;
12;4;2023;9;A1;SCLA;0;
12;4;2023;9;A2;BEMA;10;
12;4;2023;9;A2;PAIN;2;
12;4;2023;9;A2;POMO;1;
12;4;2023;9;A2;ANAR;13;
12;4;2023;9;A2;CHFU;0;
12;4;2023;9;A2;SOAS;0;
12;4;2023;9;A2;POMA;0;
12;4;2023;9;A2;PLCO;0;
12;4;2023;9;A2;SCLA;0;
12;4;2023;9;A3;BEMA;4;
12;4;2023;9;A3;PAIN;0;
12;4;2023;9;A3;POMO;1;
12;4;2023;9;A3;ANAR;22;
12;4;2023;9;A3;CHFU;0;
12;4;2023;9;A3;SOAS;0;
12;4;2023;9;A3;POMA;0;
12;4;2023;9;A3;PLCO;0;
12;4;2023;9;A3;SCLA;0;
12;4;2023;9;A4;BEMA;1;
12;4;2023;9;A4;PAIN;0;
12;4;2023;9;A4;POMO;0;
12;4;2023;9;A4;ANAR;13;
12;4;2023;9;A4;CHFU;0;
12;4;2023;9;A4;SOAS;0;
12;4;2023;9;A4;POMA;0;
12;4;2023;9;A4;PLCO;0;
12;4;2023;9;A4;SCLA;0;
12;4;2023;9;A5;BEMA;7;
12;4;2023;9;A5;PAIN;1;
12;4;2023;9;A5;POMO;2;
12;4;2023;9;A5;ANAR;14;
12;4;2023;9;A5;CHFU;0;
12;4;2023;9;A5;SOAS;0;
12;4;2023;9;A5;POMA;0;
12;4;2023;9;A5;PLCO;0;
12;4;2023;9;A5;SCLA;0;
12;4;2023;9;A6;BEMA;3;
12;4;2023;9;A6;PAIN;3;
12;4;2023;9;A6;POMO;6;
12;4;2023;9;A6;ANAR;17;
12;4;2023;9;A6;CHFU;0;
12;4;2023;9;A6;SOAS;0;
12;4;2023;9;A6;POMA;0;
12;4;2023;9;A6;PLCO;0;
12;4;2023;9;A6;SCLA;0;
12;4;2023;9;B1;BEMA;16;
12;4;2023;9;B1;PAIN;3;
12;4;2023;9;B1;POMO;0;
12;4;2023;9;B1;ANAR;9;
12;4;2023;9;B1;CHFU;0;
12;4;2023;9;B1;SOAS;0;
12;4;2023;9;B1;POMA;0;
12;4;2023;9;B1;PLCO;0;
12;4;2023;9;B1;SCLA;0;
12;4;2023;9;B2;BEMA;14;
12;4;2023;9;B2;PAIN;5;
12;4;2023;9;B2;POMO;4;
12;4;2023;9;B2;ANAR;23;
12;4;2023;9;B2;CHFU;4;
12;4;2023;9;B2;SOAS;0;
12;4;2023;9;B2;POMA;0;
12;4;2023;9;B2;PLCO;0;
12;4;2023;9;B2;SCLA;0;
12;4;2023;9;B3;BEMA;5;
12;4;2023;9;B3;PAIN;0;
12;4;2023;9;B3;POMO;0;
12;4;2023;9;B3;ANAR;21;
12;4;2023;9;B3;CHFU;0;
12;4;2023;9;B3;SOAS;0;
12;4;2023;9;B3;POMA;0;
12;4;2023;9;B3;PLCO;0;
12;4;2023;9;B3;SCLA;0;
12;4;2023;9;B4;BEMA;2;
12;4;2023;9;B4;PAIN;0;
12;4;2023;9;B4;POMO;0;
12;4;2023;9;B4;ANAR;13;
12;4;2023;9;B4;CHFU;0;
12;4;2023;9;B4;SOAS;0;
12;4;2023;9;B4;POMA;0;
12;4;2023;9;B4;PLCO;0;
12;4;2023;9;B4;SCLA;0;
12;4;2023;9;B5;BEMA;0;
12;4;2023;9;B5;PAIN;0;
12;4;2023;9;B5;POMO;12;
12;4;2023;9;B5;ANAR;7;
12;4;2023;9;B5;CHFU;0;
12;4;2023;9;B5;SOAS;0;
12;4;2023;9;B5;POMA;0;
12;4;2023;9;B5;PLCO;0;
12;4;2023;9;B5;SCLA;0;
12;4;2023;9;B6;BEMA;5;
12;4;2023;9;B6;PAIN;0;
12;4;2023;9;B6;POMO;7;
12;4;2023;9;B6;ANAR;23;
12;4;2023;9;B6;CHFU;0;
12;4;2023;9;B6;SOAS;0;
12;4;2023;9;B6;POMA;0;
12;4;2023;9;B6;PLCO;0;
12;4;2023;9;B6;SCLA;0;
12;4;2023;9;C1;BEMA;36;
12;4;2023;9;C1;PAIN;1;
12;4;2023;9;C1;POMO;1;
12;4;2023;9;C1;ANAR;11;
12;4;2023;9;C1;CHFU;14;
12;4;2023;9;C1;SOAS;0;
12;4;2023;9;C1;POMA;0;
12;4;2023;9;C1;PLCO;0;
12;4;2023;9;C1;SCLA;0;
12;4;2023;9;C2;BEMA;37;
12;4;2023;9;C2;PAIN;2;
12;4;2023;9;C2;POMO;0;
12;4;2023;9;C2;ANAR;13;
12;4;2023;9;C2;CHFU;9;
12;4;2023;9;C2;SOAS;0;
12;4;2023;9;C2;POMA;0;
12;4;2023;9;C2;PLCO;0;
12;4;2023;9;C2;SCLA;0;
12;4;2023;9;C3;BEMA;15;
12;4;2023;9;C3;PAIN;4;
12;4;2023;9;C3;POMO;13;
12;4;2023;9;C3;ANAR;14;
12;4;2023;9;C3;CHFU;4;
12;4;2023;9;C3;SOAS;2;
12;4;2023;9;C3;POMA;0;
12;4;2023;9;C3;PLCO;0;
12;4;2023;9;C3;SCLA;0;
12;4;2023;9;C4;NA;NA;Salicornia
12;4;2023;9;C5;BEMA;15;
12;4;2023;9;C5;PAIN;1;
12;4;2023;9;C5;POMO;1;
12;4;2023;9;C5;ANAR;26;
12;4;2023;9;C5;CHFU;2;
12;4;2023;9;C5;SOAS;0;
12;4;2023;9;C5;POMA;3;
12;4;2023;9;C5;PLCO;0;
12;4;2023;9;C5;SCLA;0;
12;4;2023;9;C6;BEMA;4;
12;4;2023;9;C6;PAIN;2;
12;4;2023;9;C6;POMO;4;
12;4;2023;9;C6;ANAR;25;
12;4;2023;9;C6;CHFU;0;
12;4;2023;9;C6;SOAS;3;
12;4;2023;9;C6;POMA;0;
12;4;2023;9;C6;PLCO;0;
12;4;2023;9;C6;SCLA;0;
12;4;2023;9;D1;BEMA;20;
12;4;2023;9;D1;PAIN;0;
12;4;2023;9;D1;POMO;2;
12;4;2023;9;D1;ANAR;16;
12;4;2023;9;D1;CHFU;6;
12;4;2023;9;D1;SOAS;0;
12;4;2023;9;D1;POMA;0;
12;4;2023;9;D1;PLCO;0;
12;4;2023;9;D1;SCLA;0;
12;4;2023;9;D2;BEMA;24;
12;4;2023;9;D2;PAIN;12;
12;4;2023;9;D2;POMO;0;
12;4;2023;9;D2;ANAR;4;
12;4;2023;9;D2;CHFU;18;
12;4;2023;9;D2;SOAS;0;
12;4;2023;9;D2;POMA;0;
12;4;2023;9;D2;PLCO;0;
12;4;2023;9;D2;SCLA;0;
12;4;2023;9;D3;BEMA;23;
12;4;2023;9;D3;PAIN;3;
12;4;2023;9;D3;POMO;1;
12;4;2023;9;D3;ANAR;6;
12;4;2023;9;D3;CHFU;26;
12;4;2023;9;D3;SOAS;1;
12;4;2023;9;D3;POMA;4;
12;4;2023;9;D3;PLCO;0;
12;4;2023;9;D3;SCLA;0;
12;4;2023;9;D4;NA;NA;Salicornia
12;4;2023;9;D5;BEMA;26;
12;4;2023;9;D5;PAIN;0;
12;4;2023;9;D5;POMO;8;
12;4;2023;9;D5;ANAR;20;
12;4;2023;9;D5;CHFU;10;
12;4;2023;9;D5;SOAS;2;
12;4;2023;9;D5;POMA;1;
12;4;2023;9;D5;PLCO;0;
12;4;2023;9;D5;SCLA;0;
12;4;2023;9;D6;BEMA;12;
12;4;2023;9;D6;PAIN;0;
12;4;2023;9;D6;POMO;4;
12;4;2023;9;D6;ANAR;26;
12;4;2023;9;D6;CHFU;3;
12;4;2023;9;D6;SOAS;0;
12;4;2023;9;D6;POMA;6;
12;4;2023;9;D6;PLCO;0;
12;4;2023;9;D6;SCLA;0;
12;4;2023;9;E1;BEMA;12;
12;4;2023;9;E1;PAIN;5;
12;4;2023;9;E1;POMO;2;
12;4;2023;9;E1;ANAR;10;
12;4;2023;9;E1;CHFU;12;
12;4;2023;9;E1;SOAS;2;
12;4;2023;9;E1;POMA;7;
12;4;2023;9;E1;PLCO;0;
12;4;2023;9;E1;SCLA;0;
12;4;2023;9;E2;BEMA;8;
12;4;2023;9;E2;PAIN;0;
12;4;2023;9;E2;POMO;1;
12;4;2023;9;E2;ANAR;0;
12;4;2023;9;E2;CHFU;20;
12;4;2023;9;E2;SOAS;0;
12;4;2023;9;E2;POMA;0;
12;4;2023;9;E2;PLCO;0;
12;4;2023;9;E2;SCLA;0;
12;4;2023;9;E3;BEMA;26;
12;4;2023;9;E3;PAIN;5;
12;4;2023;9;E3;POMO;0;
12;4;2023;9;E3;ANAR;0;
12;4;2023;9;E3;CHFU;24;
12;4;2023;9;E3;SOAS;3;
12;4;2023;9;E3;POMA;0;
12;4;2023;9;E3;PLCO;1;
12;4;2023;9;E3;SCLA;0;
12;4;2023;9;E4;BEMA;15;
12;4;2023;9;E4;PAIN;10;
12;4;2023;9;E4;POMO;1;
12;4;2023;9;E4;ANAR;14;
12;4;2023;9;E4;CHFU;9;
12;4;2023;9;E4;SOAS;1;
12;4;2023;9;E4;POMA;1;
12;4;2023;9;E4;PLCO;0;
12;4;2023;9;E4;SCLA;0;
12;4;2023;9;E5;BEMA;14;
12;4;2023;9;E5;PAIN;0;
12;4;2023;9;E5;POMO;12;
12;4;2023;9;E5;ANAR;7;
12;4;2023;9;E5;CHFU;9;
12;4;2023;9;E5;SOAS;3;
12;4;2023;9;E5;POMA;9;
12;4;2023;9;E5;PLCO;0;
12;4;2023;9;E5;SCLA;0;
12;4;2023;9;E6;BEMA;9;
12;4;2023;9;E6;PAIN;0;
12;4;2023;9;E6;POMO;2;
12;4;2023;9;E6;ANAR;8;
12;4;2023;9;E6;CHFU;5;
12;4;2023;9;E6;SOAS;3;
12;4;2023;9;E6;POMA;0;
12;4;2023;9;E6;PLCO;0;
12;4;2023;9;E6;SCLA;7;
12;4;2023;9;F1;BEMA;8;
12;4;2023;9;F1;PAIN;6;
12;4;2023;9;F1;POMO;2;
12;4;2023;9;F1;ANAR;0;
12;4;2023;9;F1;CHFU;16;
12;4;2023;9;F1;SOAS;0;
12;4;2023;9;F1;POMA;8;
12;4;2023;9;F1;PLCO;0;
12;4;2023;9;F1;SCLA;0;
12;4;2023;9;F2;BEMA;5;
12;4;2023;9;F2;PAIN;1;
12;4;2023;9;F2;POMO;0;
12;4;2023;9;F2;ANAR;0;
12;4;2023;9;F2;CHFU;11;
12;4;2023;9;F2;SOAS;0;
12;4;2023;9;F2;POMA;0;
12;4;2023;9;F2;PLCO;0;
12;4;2023;9;F2;SCLA;0;
12;4;2023;9;F3;BEMA;18;
12;4;2023;9;F3;PAIN;6;
12;4;2023;9;F3;POMO;0;
12;4;2023;9;F3;ANAR;0;
12;4;2023;9;F3;CHFU;19;
12;4;2023;9;F3;SOAS;0;
12;4;2023;9;F3;POMA;0;
12;4;2023;9;F3;PLCO;1;
12;4;2023;9;F3;SCLA;0;
12;4;2023;9;F4;NA;NA;Salicornia
12;4;2023;9;F5;BEMA;35;
12;4;2023;9;F5;PAIN;10;
12;4;2023;9;F5;POMO;3;
12;4;2023;9;F5;ANAR;7;
12;4;2023;9;F5;CHFU;18;
12;4;2023;9;F5;SOAS;1;
12;4;2023;9;F5;POMA;7;
12;4;2023;9;F5;PLCO;0;
12;4;2023;9;F5;SCLA;0;
12;4;2023;9;F6;BEMA;25;
12;4;2023;9;F6;PAIN;0;
12;4;2023;9;F6;POMO;3;
12;4;2023;9;F6;ANAR;9;
12;4;2023;9;F6;CHFU;15;
12;4;2023;9;F6;SOAS;2;
12;4;2023;9;F6;POMA;10;
12;4;2023;9;F6;PLCO;0;
12;4;2023;9;F6;SCLA;0;
29;3;2023;1;A1;CHMI;0;
29;3;2023;1;A1;CHFU;17;
29;3;2023;1;A1;HOMA;5;
29;3;2023;1;A1;LEMA;26;
29;3;2023;1;A1;PAIN;6;
29;3;2023;1;A1;BEMA;86;
29;3;2023;1;A1;PLCO;0;
29;3;2023;1;A1;SOAS;1;
29;3;2023;1;A1;POMA;0;
29;3;2023;1;A1;POMO;0;
29;3;2023;1;A1;SCLA;0;
29;3;2023;1;A1;MESU;0;
29;3;2023;1;A2;CHMI;0;
29;3;2023;1;A2;CHFU;20;
29;3;2023;1;A2;HOMA;4;
29;3;2023;1;A2;LEMA;66;
29;3;2023;1;A2;PAIN;7;
29;3;2023;1;A2;BEMA;59;
29;3;2023;1;A2;PLCO;1;
29;3;2023;1;A2;SOAS;7;
29;3;2023;1;A2;POMA;0;
29;3;2023;1;A2;POMO;0;
29;3;2023;1;A2;SCLA;0;
29;3;2023;1;A2;MESU;0;
29;3;2023;1;A3;CHMI;0;
29;3;2023;1;A3;CHFU;19;
29;3;2023;1;A3;HOMA;2;
29;3;2023;1;A3;LEMA;71;
29;3;2023;1;A3;PAIN;4;
29;3;2023;1;A3;BEMA;77;
29;3;2023;1;A3;PLCO;0;
29;3;2023;1;A3;SOAS;3;
29;3;2023;1;A3;POMA;0;
29;3;2023;1;A3;POMO;0;
29;3;2023;1;A3;SCLA;0;
29;3;2023;1;A3;MESU;0;
29;3;2023;1;A4;CHMI;0;
29;3;2023;1;A4;CHFU;17;
29;3;2023;1;A4;HOMA;1;
29;3;2023;1;A4;LEMA;52;
29;3;2023;1;A4;PAIN;3;
29;3;2023;1;A4;BEMA;89;
29;3;2023;1;A4;PLCO;0;
29;3;2023;1;A4;SOAS;4;
29;3;2023;1;A4;POMA;0;
29;3;2023;1;A4;POMO;0;
29;3;2023;1;A4;SCLA;0;
29;3;2023;1;A4;MESU;0;
29;3;2023;1;A5;CHMI;0;
29;3;2023;1;A5;CHFU;14;
29;3;2023;1;A5;HOMA;1;
29;3;2023;1;A5;LEMA;21;
29;3;2023;1;A5;PAIN;3;
29;3;2023;1;A5;BEMA;84;
29;3;2023;1;A5;PLCO;0;
29;3;2023;1;A5;SOAS;2;
29;3;2023;1;A5;POMA;0;
29;3;2023;1;A5;POMO;0;
29;3;2023;1;A5;SCLA;0;
29;3;2023;1;A5;MESU;0;
29;3;2023;1;A6;CHMI;0;
29;3;2023;1;A6;CHFU;3;
29;3;2023;1;A6;HOMA;2;
29;3;2023;1;A6;LEMA;34;
29;3;2023;1;A6;PAIN;2;
29;3;2023;1;A6;BEMA;69;
29;3;2023;1;A6;PLCO;0;
29;3;2023;1;A6;SOAS;3;
29;3;2023;1;A6;POMA;0;
29;3;2023;1;A6;POMO;0;
29;3;2023;1;A6;SCLA;0;
29;3;2023;1;A6;MESU;0;
29;3;2023;1;B1;CHMI;0;
29;3;2023;1;B1;CHFU;16;
29;3;2023;1;B1;HOMA;1;
29;3;2023;1;B1;LEMA;47;
29;3;2023;1;B1;PAIN;2;
29;3;2023;1;B1;BEMA;61;
29;3;2023;1;B1;PLCO;0;
29;3;2023;1;B1;SOAS;2;
29;3;2023;1;B1;POMA;0;
29;3;2023;1;B1;POMO;0;
29;3;2023;1;B1;SCLA;0;
29;3;2023;1;B1;MESU;0;
29;3;2023;1;B2;CHMI;2;
29;3;2023;1;B2;CHFU;18;
29;3;2023;1;B2;HOMA;3;
29;3;2023;1;B2;LEMA;53;
29;3;2023;1;B2;PAIN;3;
29;3;2023;1;B2;BEMA;82;
29;3;2023;1;B2;PLCO;0;
29;3;2023;1;B2;SOAS;3;
29;3;2023;1;B2;POMA;0;
29;3;2023;1;B2;POMO;0;
29;3;2023;1;B2;SCLA;0;
29;3;2023;1;B2;MESU;0;
29;3;2023;1;B3;CHMI;0;
29;3;2023;1;B3;CHFU;43;
29;3;2023;1;B3;HOMA;2;
29;3;2023;1;B3;LEMA;61;
29;3;2023;1;B3;PAIN;7;
29;3;2023;1;B3;BEMA;78;
29;3;2023;1;B3;PLCO;0;
29;3;2023;1;B3;SOAS;2;
29;3;2023;1;B3;POMA;1;
29;3;2023;1;B3;POMO;0;
29;3;2023;1;B3;SCLA;1;
